date,state,Total
2015-09,Ohio,42574
2015-09,Oklahoma,21301
2015-09,Oregon,21556
2015-09,Pennsylvania,50967
2015-09,Rhode Island,1550
2015-09,South Carolina,15711
2015-09,South Dakota,6851
2015-09,Tennessee,37028
2015-09,Texas,89953
2015-09,Utah,7123
2015-09,Vermont,2678
2015-09,Virginia,33473
2015-09,Washington,26013
2015-09,West Virginia,12610
2015-09,Wisconsin,25495
2015-09,Wyoming,3970
2015-08,Alabama,33203
2015-08,Alaska,6313
2015-08,Arizona,18283
2015-08,Arkansas,11731
2015-08,California,64130
2015-08,Colorado,30146
2015-08,Connecticut,11991
2015-08,Delaware,3081
2015-08,District of Columbia,67
2015-08,Florida,66551
2015-08,Georgia,22881
2015-08,Hawaii,0
2015-08,Idaho,7177
2015-08,Illinois,29816
2015-08,Indiana,29830
2015-08,Iowa,2475
2015-08,Kansas,11255
2015-08,Kentucky,16254
2015-08,Louisiana,26876
2015-08,Maine,6521
2015-08,Maryland,7209
2015-08,Massachusetts,8317
2015-08,Michigan,19008
2015-08,Minnesota,19500
2015-08,Mississippi,14993
2015-08,Missouri,31519
2015-08,Montana,7692
2015-08,Nebraska,2115
2015-08,Nevada,6823
2015-08,New Hampshire,7047
2015-08,New Jersey,6537
2015-08,New Mexico,9398
2015-08,New York,20525
2015-08,North Carolina,13623
2015-08,North Dakota,4394
2015-08,Ohio,41105
2015-08,Oklahoma,22897
2015-08,Oregon,19378
2015-08,Pennsylvania,49514
2015-08,Rhode Island,1470
2015-08,South Carolina,16040
2015-08,South Dakota,6315
2015-08,Tennessee,39322
2015-08,Texas,86748
2015-08,Utah,6442
2015-08,Vermont,2463
2015-08,Virginia,31778
2015-08,Washington,23661
2015-08,West Virginia,11919
2015-08,Wisconsin,23538
2015-08,Wyoming,3803
2015-07,Alabama,29423
2015-07,Alaska,5428
2015-07,Arizona,17458
2015-07,Arkansas,9778
2015-07,California,71819
2015-07,Colorado,28350
2015-07,Connecticut,11830
2015-07,Delaware,2765
2015-07,District of Columbia,64
2015-07,Florida,64370
2015-07,Georgia,20244
2015-07,Hawaii,0
2015-07,Idaho,5978
2015-07,Illinois,28414
2015-07,Indiana,25557
2015-07,Iowa,1708
2015-07,Kansas,10003
2015-07,Kentucky,14573
2015-07,Louisiana,20356
2015-07,Maine,5678
2015-07,Maryland,6776
2015-07,Massachusetts,7076
2015-07,Michigan,15967
2015-07,Minnesota,14749
2015-07,Mississippi,12720
2015-07,Missouri,28741
2015-07,Montana,6453
2015-07,Nebraska,1452
2015-07,Nevada,6671
2015-07,New Hampshire,6285
2015-07,New Jersey,6588
2015-07,New Mexico,8584
2015-07,New York,18627
2015-07,North Carolina,11026
2015-07,North Dakota,3599
2015-07,Ohio,38718
2015-07,Oklahoma,19824
2015-07,Oregon,17985
2015-07,Pennsylvania,45172
2015-07,Rhode Island,1455
2015-07,South Carolina,14128
2015-07,South Dakota,4772
2015-07,Tennessee,35987
2015-07,Texas,73720
2015-07,Utah,5746
2015-07,Vermont,2217
2015-07,Virginia,31783
2015-07,Washington,21921
2015-07,West Virginia,10699
2015-07,Wisconsin,19542
2015-07,Wyoming,3440
2015-06,Alabama,25299
2015-06,Alaska,5122
2015-06,Arizona,16462
2015-06,Arkansas,8977
2015-06,California,59845
2015-06,Colorado,27375
2015-06,Connecticut,12749
2015-06,Delaware,2859
2015-06,District of Columbia,49
2015-06,Florida,60091
2015-06,Georgia,18175
2015-06,Hawaii,0
2015-06,Idaho,5722
2015-06,Illinois,26479
2015-06,Indiana,24555
2015-06,Iowa,1845
2015-06,Kansas,8213
2015-06,Kentucky,13160
2015-06,Louisiana,18002
2015-06,Maine,5295
2015-06,Maryland,6808
2015-06,Massachusetts,6918
2015-06,Michigan,15817
2015-06,Minnesota,14797
2015-06,Mississippi,10019
2015-06,Missouri,27722
2015-06,Montana,6453
2015-06,Nebraska,1395
2015-06,Nevada,6505
2015-06,New Hampshire,6165
2015-06,New Jersey,7007
2015-06,New Mexico,8436
2015-06,New York,19134
2015-06,North Carolina,10270
2015-06,North Dakota,3455
2015-06,Ohio,37859
2015-06,Oklahoma,18484
2015-06,Oregon,17734
2015-06,Pennsylvania,45740
2015-06,Rhode Island,1505
2015-06,South Carolina,12475
2015-06,South Dakota,4727
2015-06,Tennessee,29670
2015-06,Texas,75395
2015-06,Utah,5582
2015-06,Vermont,2130
2015-06,Virginia,27398
2015-06,Washington,21867
2015-06,West Virginia,10411
2015-06,Wisconsin,18013
2015-06,Wyoming,3243
2015-05,Alabama,25816
2015-05,Alaska,5547
2015-05,Arizona,17942
2015-05,Arkansas,9190
2015-05,California,65071
2015-05,Colorado,28567
2015-05,Connecticut,12754
2015-05,Delaware,2887
2015-05,District of Columbia,53
2015-05,Florida,60302
2015-05,Georgia,17698
2015-05,Hawaii,0
2015-05,Idaho,6608
2015-05,Illinois,29446
2015-05,Indiana,26040
2015-05,Iowa,1969
2015-05,Kansas,9664
2015-05,Kentucky,13032
2015-05,Louisiana,17351
2015-05,Maine,5084
2015-05,Maryland,6739
2015-05,Massachusetts,7203
2015-05,Michigan,16551
2015-05,Minnesota,16511
2015-05,Mississippi,10800
2015-05,Missouri,28725
2015-05,Montana,7246
2015-05,Nebraska,1583
2015-05,Nevada,7193
2015-05,New Hampshire,6337
2015-05,New Jersey,6704
2015-05,New Mexico,9310
2015-05,New York,18846
2015-05,North Carolina,10212
2015-05,North Dakota,3973
2015-05,Ohio,37435
2015-05,Oklahoma,20035
2015-05,Oregon,19259
2015-05,Pennsylvania,45244
2015-05,Rhode Island,1542
2015-05,South Carolina,12481
2015-05,South Dakota,5460
2015-05,Tennessee,30015
2015-05,Texas,79746
2015-05,Utah,6164
2015-05,Vermont,2168
2015-05,Virginia,27599
2015-05,Washington,22978
2015-05,West Virginia,10663
2015-05,Wisconsin,19173
2015-05,Wyoming,3819
2015-04,Alabama,25968
2015-04,Alaska,6401
2015-04,Arizona,18818
2015-04,Arkansas,9927
2015-04,California,65391
2015-04,Colorado,29556
2015-04,Connecticut,13381
2015-04,Delaware,3069
2015-04,District of Columbia,51
2015-04,Florida,62313
2015-04,Georgia,19160
2015-04,Hawaii,0
2015-04,Idaho,6740
2015-04,Illinois,29700
2015-04,Indiana,28468
2015-04,Iowa,2391
2015-04,Kansas,10652
2015-04,Kentucky,15568
2015-04,Louisiana,17665
2015-04,Maine,6396
2015-04,Maryland,8459
2015-04,Massachusetts,8336
2015-04,Michigan,19121
2015-04,Minnesota,21356
2015-04,Mississippi,11272
2015-04,Missouri,31984
2015-04,Montana,7147
2015-04,Nebraska,1734
2015-04,Nevada,6833
2015-04,New Hampshire,7390
2015-04,New Jersey,7594
2015-04,New Mexico,9344
2015-04,New York,23209
2015-04,North Carolina,11354
2015-04,North Dakota,4353
2015-04,Ohio,45243
2015-04,Oklahoma,22944
2015-04,Oregon,20543
2015-04,Pennsylvania,53064
2015-04,Rhode Island,1704
2015-04,South Carolina,13266
2015-04,South Dakota,5911
2015-04,Tennessee,31387
2015-04,Texas,75129
2015-04,Utah,6131
2015-04,Vermont,3078
2015-04,Virginia,30996
2015-04,Washington,25172
2015-04,West Virginia,13199
2015-04,Wisconsin,24219
2015-04,Wyoming,3830
2015-03,Alabama,32010
2015-03,Alaska,6583
2015-03,Arizona,22075
2015-03,Arkansas,13363
2015-03,California,72539
2015-03,Colorado,34026
2015-03,Connecticut,16391
2015-03,Delaware,4038
2015-03,District of Columbia,68
2015-03,Florida,73372
2015-03,Georgia,26844
2015-03,Hawaii,0
2015-03,Idaho,8063
2015-03,Illinois,28527
2015-03,Indiana,37945
2015-03,Iowa,3537
2015-03,Kansas,12965
2015-03,Kentucky,19546
2015-03,Louisiana,23330
2015-03,Maine,7212
2015-03,Maryland,8655
2015-03,Massachusetts,10903
2015-03,Michigan,24782
2015-03,Minnesota,24024
2015-03,Mississippi,15167
2015-03,Missouri,40923
2015-03,Montana,8366
2015-03,Nebraska,2183
2015-03,Nevada,8526
2015-03,New Hampshire,8173
2015-03,New Jersey,8529
2015-03,New Mexico,11634
2015-03,New York,25167
2015-03,North Carolina,14183
2015-03,North Dakota,5585
2015-03,Ohio,55840
2015-03,Oklahoma,26617
2015-03,Oregon,23798
2015-03,Pennsylvania,67414
2015-03,Rhode Island,1947
2015-03,South Carolina,17133
2015-03,South Dakota,7506
2015-03,Tennessee,38097
2015-03,Texas,95745
2015-03,Utah,7373
2015-03,Vermont,3112
2015-03,Virginia,39018
2015-03,Washington,29024
2015-03,West Virginia,17018
2015-03,Wisconsin,29926
2015-03,Wyoming,4493
2015-02,Alabama,39798
2015-02,Alaska,6047
2015-02,Arizona,23593
2015-02,Arkansas,16658
2015-02,California,69375
2015-02,Colorado,33375
2015-02,Connecticut,13942
2015-02,Delaware,3970
2015-02,District of Columbia,53
2015-02,Florida,81895
2015-02,Georgia,35059
2015-02,Hawaii,0
2015-02,Idaho,8618
2015-02,Illinois,38007
2015-02,Indiana,39828
2015-02,Iowa,3294
2015-02,Kansas,14600
2015-02,Kentucky,24747
2015-02,Louisiana,24418
2015-02,Maine,5821
2015-02,Maryland,7652
2015-02,Massachusetts,7219
2015-02,Michigan,23613
2015-02,Minnesota,20723
2015-02,Mississippi,19305
2015-02,Missouri,44372
2015-02,Montana,7871
2015-02,Nebraska,2316
2015-02,Nevada,8938
2015-02,New Hampshire,6825
2015-02,New Jersey,7229
2015-02,New Mexico,11453
2015-02,New York,22651
2015-02,North Carolina,17170
2015-02,North Dakota,4845
2015-02,Ohio,56250
2015-02,Oklahoma,29288
2015-02,Oregon,24162
2015-02,Pennsylvania,60613
2015-02,Rhode Island,1752
2015-02,South Carolina,21905
2015-02,South Dakota,8000
2015-02,Tennessee,45058
2015-02,Texas,106582
2015-02,Utah,8114
2015-02,Vermont,3218
2015-02,Virginia,40276
2015-02,Washington,29377
2015-02,West Virginia,18240
2015-02,Wisconsin,26500
2015-02,Wyoming,4495
2015-01,Alabama,30823
2015-01,Alaska,4821
2015-01,Arizona,18626
2015-01,Arkansas,11576
2015-01,California,65144
2015-01,Colorado,29599
2015-01,Connecticut,14012
2015-01,Delaware,3672
2015-01,District of Columbia,61
2015-01,Florida,70033
2015-01,Georgia,23912
2015-01,Hawaii,0
2015-01,Idaho,6250
2015-01,Illinois,33703
2015-01,Indiana,32046
2015-01,Iowa,2736
2015-01,Kansas,11936
2015-01,Kentucky,18068
2015-01,Louisiana,22405
2015-01,Maine,5187
2015-01,Maryland,7457
2015-01,Massachusetts,8167
2015-01,Michigan,17810
2015-01,Minnesota,17058
2015-01,Mississippi,13593
2015-01,Missouri,37271
2015-01,Montana,5878
2015-01,Nebraska,2253
2015-01,Nevada,6949
2015-01,New Hampshire,6867
2015-01,New Jersey,7144
2015-01,New Mexico,8978
2015-01,New York,22218
2015-01,North Carolina,15188
2015-01,North Dakota,4629
2015-01,Ohio,45296
2015-01,Oklahoma,24883
2015-01,Oregon,19367
2015-01,Pennsylvania,52766
2015-01,Rhode Island,1711
2015-01,South Carolina,15719
2015-01,South Dakota,6365
2015-01,Tennessee,38174
2015-01,Texas,85708
2015-01,Utah,6573
2015-01,Vermont,2370
2015-01,Virginia,36300
2015-01,Washington,25096
2015-01,West Virginia,13452
2015-01,Wisconsin,19581
2015-01,Wyoming,3682
2014-12,Alabama,54982
2014-12,Alaska,8955
2014-12,Arizona,27139
2014-12,Arkansas,22970
2014-12,California,121135
2014-12,Colorado,42670
2014-12,Connecticut,17315
2014-12,Delaware,5579
2014-12,District of Columbia,53
2014-12,Florida,91964
2014-12,Georgia,43738
2014-12,Hawaii,0
2014-12,Idaho,11605
2014-12,Illinois,45579
2014-12,Indiana,46464
2014-12,Iowa,5879
2014-12,Kansas,18873
2014-12,Kentucky,32965
2014-12,Louisiana,42392
2014-12,Maine,8739
2014-12,Maryland,11323
2014-12,Massachusetts,9315
2014-12,Michigan,28091
2014-12,Minnesota,23385
2014-12,Mississippi,28702
2014-12,Missouri,55599
2014-12,Montana,11097
2014-12,Nebraska,4679
2014-12,Nevada,10141
2014-12,New Hampshire,9283
2014-12,New Jersey,8712
2014-12,New Mexico,14010
2014-12,New York,31520
2014-12,North Carolina,29715
2014-12,North Dakota,6213
2014-12,Ohio,69455
2014-12,Oklahoma,41780
2014-12,Oregon,28340
2014-12,Pennsylvania,74565
2014-12,Rhode Island,1981
2014-12,South Carolina,27110
2014-12,South Dakota,9310
2014-12,Tennessee,61819
2014-12,Texas,151323
2014-12,Utah,13206
2014-12,Vermont,3148
2014-12,Virginia,49727
2014-12,Washington,37033
2014-12,West Virginia,23482
2014-12,Wisconsin,27562
2014-12,Wyoming,6341
2014-11,Alabama,40310
2014-11,Alaska,7316
2014-11,Arizona,20456
2014-11,Arkansas,18136
2014-11,California,82830
2014-11,Colorado,33712
2014-11,Connecticut,14230
2014-11,Delaware,4628
2014-11,District of Columbia,45
2014-11,Florida,73628
2014-11,Georgia,30564
2014-11,Hawaii,0
2014-11,Idaho,7955
2014-11,Illinois,38442
2014-11,Indiana,38576
2014-11,Iowa,5215
2014-11,Kansas,15648
2014-11,Kentucky,25221
2014-11,Louisiana,31225
2014-11,Maine,7061
2014-11,Maryland,11283
2014-11,Massachusetts,8593
2014-11,Michigan,26478
2014-11,Minnesota,20648
2014-11,Mississippi,20057
2014-11,Missouri,51945
2014-11,Montana,8039
2014-11,Nebraska,3917
2014-11,Nevada,7581
2014-11,New Hampshire,7695
2014-11,New Jersey,7612
2014-11,New Mexico,10625
2014-11,New York,29719
2014-11,North Carolina,24231
2014-11,North Dakota,5649
2014-11,Ohio,61601
2014-11,Oklahoma,33540
2014-11,Oregon,21951
2014-11,Pennsylvania,70939
2014-11,Rhode Island,1812
2014-11,South Carolina,20364
2014-11,South Dakota,8246
2014-11,Tennessee,46976
2014-11,Texas,111250
2014-11,Utah,9438
2014-11,Vermont,2829
2014-11,Virginia,43747
2014-11,Washington,32588
2014-11,West Virginia,19474
2014-11,Wisconsin,26080
2014-11,Wyoming,4496
2014-10,Alabama,29891
2014-10,Alaska,8939
2014-10,Arizona,18617
2014-10,Arkansas,14913
2014-10,California,76972
2014-10,Colorado,31164
2014-10,Connecticut,13707
2014-10,Delaware,3642
2014-10,District of Columbia,52
2014-10,Florida,65742
2014-10,Georgia,24881
2014-10,Hawaii,0
2014-10,Idaho,7890
2014-10,Illinois,32728
2014-10,Indiana,32407
2014-10,Iowa,3868
2014-10,Kansas,11364
2014-10,Kentucky,20858
2014-10,Louisiana,26190
2014-10,Maine,9649
2014-10,Maryland,8493
2014-10,Massachusetts,8691
2014-10,Michigan,22722
2014-10,Minnesota,25628
2014-10,Mississippi,14880
2014-10,Missouri,40254
2014-10,Montana,9661
2014-10,Nebraska,2844
2014-10,Nevada,7146
2014-10,New Hampshire,8176
2014-10,New Jersey,7435
2014-10,New Mexico,10345
2014-10,New York,30634
2014-10,North Carolina,17341
2014-10,North Dakota,7064
2014-10,Ohio,50447
2014-10,Oklahoma,26431
2014-10,Oregon,20640
2014-10,Pennsylvania,60908
2014-10,Rhode Island,1878
2014-10,South Carolina,15455
2014-10,South Dakota,8953
2014-10,Tennessee,37530
2014-10,Texas,89542
2014-10,Utah,6637
2014-10,Vermont,3098
2014-10,Virginia,36216
2014-10,Washington,27748
2014-10,West Virginia,16202
2014-10,Wisconsin,27431
2014-10,Wyoming,4396
2014-09,Alabama,26644
2014-09,Alaska,5979
2014-09,Arizona,17266
2014-09,Arkansas,11018
2014-09,California,69501
2014-09,Colorado,27229
2014-09,Connecticut,11589
2014-09,Delaware,3161
2014-09,District of Columbia,48
2014-09,Florida,62427
2014-09,Georgia,20282
2014-09,Hawaii,0
2014-09,Idaho,7566
2014-09,Illinois,29072
2014-09,Indiana,27464
2014-09,Iowa,2865
2014-09,Kansas,9728
2014-09,Kentucky,15670
2014-09,Louisiana,29327
2014-09,Maine,7327
2014-09,Maryland,7179
2014-09,Massachusetts,6901
2014-09,Michigan,20140
2014-09,Minnesota,23067
2014-09,Mississippi,16890
2014-09,Missouri,31212
2014-09,Montana,8130
2014-09,Nebraska,2265
2014-09,Nevada,6717
2014-09,New Hampshire,6727
2014-09,New Jersey,6470
2014-09,New Mexico,8695
2014-09,New York,24765
2014-09,North Carolina,13806
2014-09,North Dakota,5323
2014-09,Ohio,40613
2014-09,Oklahoma,22057
2014-09,Oregon,19478
2014-09,Pennsylvania,51329
2014-09,Rhode Island,1560
2014-09,South Carolina,12869
2014-09,South Dakota,6750
2014-09,Tennessee,32088
2014-09,Texas,86061
2014-09,Utah,6751
2014-09,Vermont,2739
2014-09,Virginia,31617
2014-09,Washington,23406
2014-09,West Virginia,13182
2014-09,Wisconsin,23246
2014-09,Wyoming,4147
2014-08,Alabama,26173
2014-08,Alaska,7149
2014-08,Arizona,17464
2014-08,Arkansas,9773
2014-08,California,72754
2014-08,Colorado,28166
2014-08,Connecticut,8631
2014-08,Delaware,3156
2014-08,District of Columbia,47
2014-08,Florida,60712
2014-08,Georgia,19759
2014-08,Hawaii,0
2014-08,Idaho,6527
2014-08,Illinois,29439
2014-08,Indiana,28829
2014-08,Iowa,2343
2014-08,Kansas,9403
2014-08,Kentucky,15325
2014-08,Louisiana,21979
2014-08,Maine,5936
2014-08,Maryland,7052
2014-08,Massachusetts,8095
2014-08,Michigan,18192
2014-08,Minnesota,18840
2014-08,Mississippi,12258
2014-08,Missouri,33439
2014-08,Montana,7435
2014-08,Nebraska,1971
2014-08,Nevada,6926
2014-08,New Hampshire,6854
2014-08,New Jersey,6828
2014-08,New Mexico,8912
2014-08,New York,20952
2014-08,North Carolina,13662
2014-08,North Dakota,4460
2014-08,Ohio,39499
2014-08,Oklahoma,21827
2014-08,Oregon,16633
2014-08,Pennsylvania,49342
2014-08,Rhode Island,1610
2014-08,South Carolina,13224
2014-08,South Dakota,5873
2014-08,Tennessee,32231
2014-08,Texas,86325
2014-08,Utah,5706
2014-08,Vermont,2274
2014-08,Virginia,30501
2014-08,Washington,22164
2014-08,West Virginia,11782
2014-08,Wisconsin,20798
2014-08,Wyoming,3610
2014-07,Alabama,22190
2014-07,Alaska,5368
2014-07,Arizona,14836
2014-07,Arkansas,7974
2014-07,California,62648
2014-07,Colorado,25192
2014-07,Connecticut,5722
2014-07,Delaware,2759
2014-07,District of Columbia,49
2014-07,Florida,54390
2014-07,Georgia,15658
2014-07,Hawaii,0
2014-07,Idaho,5006
2014-07,Illinois,26092
2014-07,Indiana,23627
2014-07,Iowa,1741
2014-07,Kansas,7919
2014-07,Kentucky,12438
2014-07,Louisiana,16046
2014-07,Maine,4601
2014-07,Maryland,5589
2014-07,Massachusetts,6486
2014-07,Michigan,13981
2014-07,Minnesota,13726
2014-07,Mississippi,8999
2014-07,Missouri,23659
2014-07,Montana,5645
2014-07,Nebraska,1330
2014-07,Nevada,6061
2014-07,New Hampshire,5643
2014-07,New Jersey,6792
2014-07,New Mexico,7475
2014-07,New York,17429
2014-07,North Carolina,9812
2014-07,North Dakota,3416
2014-07,Ohio,35847
2014-07,Oklahoma,18453
2014-07,Oregon,14886
2014-07,Pennsylvania,41087
2014-07,Rhode Island,1366
2014-07,South Carolina,10113
2014-07,South Dakota,4624
2014-07,Tennessee,26557
2014-07,Texas,65012
2014-07,Utah,4700
2014-07,Vermont,1868
2014-07,Virginia,28031
2014-07,Washington,19636
2014-07,West Virginia,9922
2014-07,Wisconsin,16033
2014-07,Wyoming,3270
2014-06,Alabama,22701
2014-06,Alaska,5379
2014-06,Arizona,15049
2014-06,Arkansas,7976
2014-06,California,62607
2014-06,Colorado,23212
2014-06,Connecticut,6010
2014-06,Delaware,2722
2014-06,District of Columbia,22
2014-06,Florida,53655
2014-06,Georgia,16189
2014-06,Hawaii,0
2014-06,Idaho,5643
2014-06,Illinois,24716
2014-06,Indiana,22716
2014-06,Iowa,1782
2014-06,Kansas,7677
2014-06,Kentucky,11801
2014-06,Louisiana,17074
2014-06,Maine,4455
2014-06,Maryland,6130
2014-06,Massachusetts,6509
2014-06,Michigan,13466
2014-06,Minnesota,13949
2014-06,Mississippi,8633
2014-06,Missouri,24170
2014-06,Montana,6358
2014-06,Nebraska,1240
2014-06,Nevada,6522
2014-06,New Hampshire,5829
2014-06,New Jersey,6649
2014-06,New Mexico,7934
2014-06,New York,16658
2014-06,North Carolina,10011
2014-06,North Dakota,3404
2014-06,Ohio,33435
2014-06,Oklahoma,18621
2014-06,Oregon,16420
2014-06,Pennsylvania,39338
2014-06,Rhode Island,1245
2014-06,South Carolina,10131
2014-06,South Dakota,4469
2014-06,Tennessee,25230
2014-06,Texas,65717
2014-06,Utah,5036
2014-06,Vermont,1734
2014-06,Virginia,26351
2014-06,Washington,21224
2014-06,West Virginia,9529
2014-06,Wisconsin,15418
2014-06,Wyoming,3445
2014-05,Alabama,22801
2014-05,Alaska,6477
2014-05,Arizona,16194
2014-05,Arkansas,8154
2014-05,California,68701
2014-05,Colorado,26149
2014-05,Connecticut,6805
2014-05,Delaware,3578
2014-05,District of Columbia,31
2014-05,Florida,56032
2014-05,Georgia,16883
2014-05,Hawaii,0
2014-05,Idaho,6077
2014-05,Illinois,27806
2014-05,Indiana,26123
2014-05,Iowa,1804
2014-05,Kansas,8406
2014-05,Kentucky,12567
2014-05,Louisiana,17057
2014-05,Maine,5337
2014-05,Maryland,6493
2014-05,Massachusetts,7466
2014-05,Michigan,15869
2014-05,Minnesota,15545
2014-05,Mississippi,9434
2014-05,Missouri,25534
2014-05,Montana,6538
2014-05,Nebraska,1443
2014-05,Nevada,6751
2014-05,New Hampshire,6695
2014-05,New Jersey,7908
2014-05,New Mexico,8618
2014-05,New York,19245
2014-05,North Carolina,9934
